date,y_true,posterior_median,lower_95,upper_95
2022-12-06,51.0,53.519816670772684,37.708927411438246,68.76091894829545
2022-12-07,53.0,54.04371761687588,38.28235779493444,71.01080173455912
2022-12-08,52.0,54.12109467530451,38.488949637695875,68.92005879617176
2022-12-09,49.0,54.41901368621315,37.98758329981429,69.96412561066538
2022-12-10,56.0,54.43509633418794,37.48343016082639,69.4928211114022
2022-12-11,48.0,54.00896751612697,37.38789641482405,70.69819881781481
2022-12-12,54.0,54.044716939934546,38.73168826690467,70.24104364995186
2022-12-13,65.0,54.86932466492104,39.29038892791177,70.58346264564899
2022-12-14,51.0,54.78998254842067,39.56755434679952,71.33534471053571
2022-12-15,57.0,56.09850163262833,40.74556174886295,72.48961264530162
2022-12-16,53.0,56.42743729461772,39.35723959814613,72.72141402525823
2022-12-17,59.0,55.83774932247543,39.741469657151995,72.30996813347869
2022-12-18,65.0,55.4938302148977,40.54964514621066,71.5708829165334
2022-12-19,40.0,55.06636217583798,38.51114556835957,70.85118251024379
2022-12-20,60.0,55.5933531726399,40.56500843444781,71.74465132007967
2022-12-21,56.0,56.20859154528629,39.547964336222336,71.59560930778366
2022-12-22,72.0,57.670416608948244,41.16283734983075,74.19618381098881
2022-12-23,51.0,57.307948316000775,41.587242112532586,73.04261032081648
2022-12-24,63.0,57.19159893291909,40.07830062634589,72.67271492631924
2022-12-25,58.0,56.138338472941356,39.64436041168774,72.1392254176236
2022-12-26,59.0,55.14564683864075,39.26347208019097,70.45028996833244
2022-12-27,54.0,55.06067252380244,38.90106076312936,70.75631823291852
2022-12-28,55.0,55.727952868922884,39.42171121485634,71.6656460417876
2022-12-29,43.0,55.36660757398345,39.273684072880066,71.97020916041738
2022-12-30,59.0,55.46869709111136,39.202630238623485,72.25400689748183
2022-12-31,61.0,55.589191569212964,39.380508387391316,71.33049150120529
2023-01-01,50.0,54.52434105494254,37.9672199429304,70.10884657366067
2023-01-02,55.0,53.821604714995786,37.99286014614252,70.20236119460746
2023-01-03,58.0,53.995259475479784,38.326242564583694,69.78114838665492
2023-01-04,57.0,53.72556560805087,37.91520189030003,70.05980664147994
2023-01-05,55.0,54.49267287644021,37.82854158646197,70.80847353485349
2023-01-06,45.0,54.05162990685821,37.54265825032062,70.81221403289564
2023-01-07,58.0,53.50098931738836,38.58992927775333,69.77177577294454
2023-01-08,51.0,52.29487332951746,37.56598352247412,69.25574716447956
2023-01-09,61.0,51.66964439907879,35.83279246493581,67.60150104489708
2023-01-10,58.0,51.93138336481493,34.93436241589366,67.83731183204291
2023-01-11,36.0,51.43885560778523,35.53593066119481,68.33034327689012
2023-01-12,46.0,52.003343758008995,36.63871135944058,68.47359195991022
2023-01-13,40.0,51.73482133048662,36.84522093594252,67.60992359567325
2023-01-14,56.0,52.06431149623627,35.39325526941577,68.19312013502638
2023-01-15,40.0,51.62612886548811,36.19252287310508,67.13688193202508
2023-01-16,50.0,52.00478413399306,35.503448732179805,68.76149790378281
2023-01-17,57.0,52.61584631415896,36.76563976735953,69.1319864025546
2023-01-18,60.0,54.27686596067677,38.19951887422115,70.70655089828479
2023-01-19,51.0,54.94490369207032,39.32063111249165,70.57120040615474
2023-01-20,58.0,55.38367939238924,39.982041460404076,71.14285543385779
2023-01-21,55.0,55.99098548609854,40.00113305397089,72.60137784944722
2023-01-22,61.0,55.637489327829904,40.36516670605035,71.70465567339053
2023-01-23,57.0,56.11825943013502,39.82594988822262,72.54780774044448
2023-01-24,53.0,56.28653367244536,39.853790289492466,72.16272156260709
2023-01-25,72.0,56.871407645866896,40.917603635525126,72.79651685386679
2023-01-26,51.0,57.403852530127935,43.13575387600706,73.55819952799996
2023-01-27,53.0,57.14344918989627,41.43734108877385,73.38240267535869
2023-01-28,61.0,57.129468215418406,42.12323840932378,73.54980626182407
2023-01-29,56.0,57.23784838984169,41.175317482165624,72.98262372647851
