period,destination_unit,destination_unit_type,unit_of_measure,measurement_basis,portfolio_js_distance,portfolio_js_zscore,portfolio_js_robust_zscore,pre_empirical_tail_p,pre_empirical_percentile,post_treatment,pre_calibration_months,coverage_note,admissibility_note
2019-03,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.38738850121170726,10.418575591548889,9.30554247393518,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2019-04,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.8084271022332316,27.908558590749873,24.572065197950437,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2019-05,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5283422671733102,16.273808257533737,14.416413225138184,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2019-06,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.8084271022332316,27.908558590749873,24.572065197950437,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2019-07,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.8016000251185907,27.62496116671417,24.324520845350946,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2019-08,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.8084271022332316,27.908558590749873,24.572065197950437,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2019-09,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.7380657343485896,24.98574076569254,22.020818307291186,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2019-10,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.8084271022332316,27.908558590749873,24.572065197950437,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2019-11,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.32239868833450513,7.718892665599283,6.949063869094422,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2021-01,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.3982432380441362,10.869482378241063,9.699126544643722,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2021-02,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.36110903971261576,9.326924294655639,8.352670230921397,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2021-03,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.3341591293757051,8.207422490120472,7.375488049595491,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2021-04,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.3364072186533208,8.3008083296867,7.457001967699597,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2021-05,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.3109379568212616,7.242812802995926,6.533506916225328,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2021-06,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.3646254695806503,9.472997121376489,8.480173163805716,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2021-07,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.3459648075526433,8.697831469505552,7.80355249243603,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
