onset_label,guard_days,pseudo_onset,recovered_fraction
register_onset,90,2023-05-12,-0.11756070564690826
register_onset,90,2023-05-13,-0.07576806400009851
register_onset,90,2023-05-14,-0.12009463311570363
register_onset,90,2023-05-15,-0.09708454350881798
register_onset,90,2023-05-16,-0.07319731616956841
register_onset,90,2023-05-17,-0.03134777389239966
register_onset,90,2023-05-18,0.5581667119941912
register_onset,90,2023-05-19,0.5350225474345336
register_onset,90,2023-05-20,0.6178782089629388
register_onset,90,2023-05-21,0.4936895037482068
register_onset,90,2023-05-22,0.33161674305998273
register_onset,90,2023-05-23,0.4728624471150806
register_onset,90,2023-05-24,0.43593113374679077
register_onset,90,2023-05-25,0.35886266120415344
register_onset,90,2023-05-26,0.34753848975427276
register_onset,90,2023-05-27,0.38137315369950986
register_onset,90,2023-05-28,0.40270464549041163
register_onset,90,2023-05-29,0.456645271751157
register_onset,90,2023-05-30,0.3079849186452328
register_onset,90,2023-05-31,0.1743595256910741
register_onset,90,2023-06-01,0.12381832922214109
register_onset,90,2023-06-02,0.5602437283612552
register_onset,90,2023-06-03,0.036202625792403145
register_onset,90,2023-06-04,0.28779299120783786
register_onset,90,2023-06-05,0.13809912414506556
register_onset,90,2023-06-06,-0.46603404300670837
register_onset,90,2023-06-07,-0.4711562226571176
register_onset,90,2023-06-09,0.2105056902345554
register_onset,90,2023-06-10,0.11259498181127578
register_onset,90,2023-06-11,0.7673279051976528
register_onset,90,2023-06-12,0.20001218168695545
register_onset,90,2023-06-13,1.1737005108724712
register_onset,90,2023-06-25,1.2710959041827814
register_onset,90,2023-06-26,0.23154227250106327
register_onset,90,2023-06-27,0.4379214713738612
register_onset,90,2023-06-28,0.6389130006577264
register_onset,90,2023-06-29,0.5122005349119432
register_onset,90,2023-06-30,0.6096450963794817
register_onset,90,2023-07-01,0.9410885396470817
register_onset,90,2023-07-02,0.4112113617452319
register_onset,90,2023-07-03,0.3327526765279115
register_onset,90,2023-07-04,11.003752523168686
register_onset,90,2023-07-05,27.33690353735339
register_onset,90,2023-07-06,1.1104859056119496
register_onset,90,2023-07-07,32.903800106672904
register_onset,90,2023-07-08,1.0108075112043844
register_onset,90,2023-07-09,0.3865139537503475
register_onset,90,2023-07-10,0.7779301361423403
register_onset,90,2023-07-11,0.8924045449526331
register_onset,90,2023-07-12,0.9671786911869708
register_onset,90,2023-07-13,0.37520394312262106
register_onset,90,2023-07-14,0.2711350950811131
register_onset,90,2023-07-15,0.1541380799047698
register_onset,90,2023-07-16,0.005087801015989604
register_onset,90,2023-07-17,-0.12063547304503977
register_onset,90,2023-07-18,-0.18902070416153569
register_onset,90,2023-07-19,-0.25499576230229204
register_onset,90,2023-07-20,-0.0583868436323883
register_onset,90,2023-07-21,-0.19118887014915129
register_onset,90,2023-07-22,-0.07729718595874582
register_onset,90,2023-07-23,-0.11914456736251637
register_onset,90,2023-07-24,-0.5057615697674944
register_onset,90,2023-07-25,-0.45118794897330256
register_onset,90,2023-07-26,-0.610083591853523
register_onset,90,2023-07-27,-0.6257624731293331
register_onset,90,2023-07-28,-0.8709811402510428
register_onset,90,2023-07-29,-1.118061057943492
register_onset,90,2023-07-30,-1.0002982909579459
register_onset,90,2023-07-31,-0.5301486356965806
register_onset,90,2023-08-01,-0.14103901204577016
register_onset,90,2023-08-02,-0.2196983275491953
register_onset,90,2023-08-03,-0.31838974183495844
register_onset,90,2023-08-04,-0.6176833432966918
register_onset,90,2023-08-05,-0.8083765490009642
register_onset,90,2023-08-06,-1.844525663698359
register_onset,90,2023-08-07,-1.0785609614414204
register_onset,90,2023-08-08,-0.6738386239706112
register_onset,90,2023-08-09,-1.046461085277028
register_onset,90,2023-08-10,-2.096628502611062
register_onset,90,2023-08-15,-20.360375049321608
register_onset,180,2020-02-25,-3.0438778339079975
register_onset,180,2020-04-22,-0.01645832879393866
register_onset,180,2020-04-23,-0.0965748841467814
register_onset,180,2020-04-24,-0.40934924901522446
register_onset,180,2020-04-25,-0.05383866116607958
register_onset,180,2020-04-26,0.14998149032207161
register_onset,180,2020-04-27,-0.06751346319465922
register_onset,180,2020-04-28,-0.18170519456042836
register_onset,180,2020-04-29,-0.08651151665166763
register_onset,180,2020-04-30,-0.20245053633350585
register_onset,180,2020-05-01,-0.28446628704555477
register_onset,180,2020-05-02,-0.2103016537312403
register_onset,180,2020-05-03,-0.22891259775128392
register_onset,180,2020-05-04,-0.14319162804704674
register_onset,180,2020-05-05,-0.03368661031500886
register_onset,180,2020-05-06,-0.17969409014181592
register_onset,180,2020-05-07,-0.201051039927548
register_onset,180,2020-05-08,-0.31852836641405097
register_onset,180,2020-05-09,-0.25289525483170644
register_onset,180,2020-05-10,-0.2278019030929838
register_onset,180,2020-05-11,-0.24353380243018236
register_onset,180,2020-05-12,-0.19859069501835347
register_onset,180,2020-05-13,-0.1881608735917249
register_onset,180,2020-05-14,-0.13130433270112982
register_onset,180,2020-05-15,-0.07753492979512419
register_onset,180,2020-05-16,0.00025939990439050937
register_onset,180,2020-05-17,0.0039771298062628215
