port_id,port_name,port_country,port_lat,port_lon,visit_count,project_id,terminal_name,terminal_role,country,terminal_lat,terminal_lon,capacity_mtpa,source,distance_km,country_match,match_status
3e4f6259,,QAT,25.857008560961145,51.80832005146062,1,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,25.71474592148907,True,provisional_spatial_match
3e4589c1,,QAT,25.80687121347036,51.791974692133834,1,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,26.018711552303795,True,provisional_spatial_match
3e4f627d,,QAT,25.838335183279092,51.8086558232251,1,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,26.288419582558234,True,provisional_spatial_match
3e4589d3,,QAT,25.822454294783153,51.808349238289544,1,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,26.837744263781964,True,provisional_spatial_match
3e4589b5,,QAT,25.80643572881069,51.80755786817204,4,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,27.451883914156422,True,provisional_spatial_match
0d0cbfad,GIBRALTAR,GIB,36.10489868653771,-5.35940300437274,1,T100000130682,Gibraltar LNG Terminal,regasification,Gibraltar,36.14905817012559,-5.36506678781487,0.1,https://www.gem.wiki/Gibraltar_LNG_Terminal,4.936588829991543,True,small_or_unknown_capacity
0d0cbfab,GIBRALTAR,GIB,36.104888242018816,-5.356506798965898,9,T100000130682,Gibraltar LNG Terminal,regasification,Gibraltar,36.14905817012559,-5.36506678781487,0.1,https://www.gem.wiki/Gibraltar_LNG_Terminal,4.971278907849376,True,small_or_unknown_capacity
0d0cb8bf,GIBRALTAR,GIB,36.12771666860076,-5.2925745684953736,1,T100000130682,Gibraltar LNG Terminal,regasification,Gibraltar,36.14905817012559,-5.36506678781487,0.1,https://www.gem.wiki/Gibraltar_LNG_Terminal,6.928880890076815,True,small_or_unknown_capacity
0d0cb8c5,GIBRALTAR,GIB,36.11773348675466,-5.297255162655681,1,T100000130682,Gibraltar LNG Terminal,regasification,Gibraltar,36.14905817012559,-5.36506678781487,0.1,https://www.gem.wiki/Gibraltar_LNG_Terminal,7.015640723842393,True,small_or_unknown_capacity
130e6db7,MARSAXLOKK,MLT,35.9673669520117,14.80809503199587,1,T100000130490,Delimara FSRU,regasification,Malta,35.8277,14.5542,0.5,https://www.gem.wiki/Delimara_FSRU,27.644349983011164,True,small_or_unknown_capacity
130e6d9f,MARSAXLOKK,MLT,35.980527598276446,14.825201473283595,1,T100000130490,Delimara FSRU,regasification,Malta,35.8277,14.5542,0.5,https://www.gem.wiki/Delimara_FSRU,29.741531201859924,True,small_or_unknown_capacity
