terminal_pair,support_status,pre_sequences,post_sequences,pre_share,post_share,pre_mean_burden,post_mean_burden,terminal_radius_km,cohort
T100000130294 -> T100000130521,pre_only_exit,1,0,0.0010548523206751054,0.0,485149808.8444679,,30,all_retained
T100000130294 -> T100000130876,pre_only_exit,2,0,0.002109704641350211,0.0,409764511.28382933,,30,all_retained
T100000130304 -> T100000130312,pre_only_exit,1,0,0.0010548523206751054,0.0,662641481.149519,,30,all_retained
T100000130304 -> T100000130314,pre_only_exit,1,0,0.0010548523206751054,0.0,665754718.2405936,,30,all_retained
T100000130304 -> T100000130321,pre_only_exit,2,0,0.002109704641350211,0.0,588715763.8948557,,30,all_retained
T100000130304 -> T100000130463,pre_only_exit,1,0,0.0010548523206751054,0.0,612502015.8567659,,30,all_retained
T100000130304 -> T100000130497,pre_only_exit,1,0,0.0010548523206751054,0.0,612111886.9520109,,30,all_retained
T100000130304 -> T100000130794,pre_only_exit,1,0,0.0010548523206751054,0.0,536205637.2924326,,30,all_retained
T100000130333 -> T100000130315,pre_only_exit,1,0,0.0010548523206751054,0.0,560250606.3730968,,30,all_retained
T100000130333 -> T100000130385,pre_only_exit,3,0,0.0031645569620253164,0.0,719452219.5478686,,30,all_retained
T100000130333 -> T100000130416,pre_only_exit,4,0,0.004219409282700422,0.0,705856738.5232264,,30,all_retained
T100000130333 -> T100000130419,pre_only_exit,1,0,0.0010548523206751054,0.0,669706745.9510398,,30,all_retained
T100000130333 -> T100000130481,pre_only_exit,1,0,0.0010548523206751054,0.0,647073501.7960447,,30,all_retained
T100000130333 -> T100000130517,pre_only_exit,2,0,0.002109704641350211,0.0,625219863.1311953,,30,all_retained
T100000130333 -> T100000130794,pre_only_exit,1,0,0.0010548523206751054,0.0,667755943.3680346,,30,all_retained
T100000130334 -> T100000130312,pre_only_exit,7,0,0.007383966244725738,0.0,664201134.9903487,,30,all_retained
T100000130334 -> T100000130421,pre_only_exit,3,0,0.0031645569620253164,0.0,538648032.7998514,,30,all_retained
T100000130334 -> T100000130463,pre_only_exit,2,0,0.002109704641350211,0.0,696281636.5120392,,30,all_retained
T100000130334 -> T100000130485,pre_only_exit,2,0,0.002109704641350211,0.0,675640547.5402098,,30,all_retained
T100000130334 -> T100000130503,pre_only_exit,2,0,0.002109704641350211,0.0,690167141.1886407,,30,all_retained
T100000130334 -> T100000130662,pre_only_exit,1,0,0.0010548523206751054,0.0,551859922.7558637,,30,all_retained
T100000130334 -> T100000130968,pre_only_exit,1,0,0.0010548523206751054,0.0,410648845.2904437,,30,all_retained
T100000130334 -> T100000131131,pre_only_exit,1,0,0.0010548523206751054,0.0,666722959.8789266,,30,all_retained
T100000130337 -> T100000130291,pre_only_exit,1,0,0.0010548523206751054,0.0,265364941.53883725,,30,all_retained
T100000130337 -> T100000130487,pre_only_exit,1,0,0.0010548523206751054,0.0,689298710.065342,,30,all_retained
T100000130337 -> T100000130527,pre_only_exit,1,0,0.0010548523206751054,0.0,599432410.1331346,,30,all_retained
T100000130337 -> T100000130533,pre_only_exit,1,0,0.0010548523206751054,0.0,668886422.3987913,,30,all_retained
T100000130344 -> T100000130310,pre_only_exit,1,0,0.0010548523206751054,0.0,611459399.7708508,,30,all_retained
T100000130344 -> T100000130421,pre_only_exit,1,0,0.0010548523206751054,0.0,546207133.746327,,30,all_retained
T100000130344 -> T100000130477,pre_only_exit,3,0,0.0031645569620253164,0.0,733752135.8705462,,30,all_retained
T100000130344 -> T100000130489,pre_only_exit,1,0,0.0010548523206751054,0.0,756520410.7123413,,30,all_retained
T100000130344 -> T100000130509,pre_only_exit,1,0,0.0010548523206751054,0.0,555569469.9548426,,30,all_retained
T100000130344 -> T100000130517,pre_only_exit,1,0,0.0010548523206751054,0.0,658144064.5968982,,30,all_retained
T100000130344 -> T100000130521,pre_only_exit,1,0,0.0010548523206751054,0.0,738916454.6997192,,30,all_retained
T100000130494 -> T100000130448,pre_only_exit,1,0,0.0010548523206751054,0.0,495168890.5601089,,30,all_retained
T100000130494 -> T100000130524,pre_only_exit,1,0,0.0010548523206751054,0.0,292217127.7158999,,30,all_retained
T100000130494 -> T100000130536,pre_only_exit,1,0,0.0010548523206751054,0.0,531761033.3263166,,30,all_retained
T100000130494 -> T100000130685,pre_only_exit,1,0,0.0010548523206751054,0.0,813725589.2286098,,30,all_retained
T100000130494 -> T100000131141,pre_only_exit,1,0,0.0010548523206751054,0.0,249245259.4816944,,30,all_retained
T100000130512 -> T100000130312,pre_only_exit,1,0,0.0010548523206751054,0.0,203373290.93001175,,30,all_retained
T100000130512 -> T100000130313,pre_only_exit,6,0,0.006329113924050633,0.0,204273727.39815506,,30,all_retained
T100000130512 -> T100000130323,pre_only_exit,1,0,0.0010548523206751054,0.0,442795878.667092,,30,all_retained
T100000130512 -> T100000130384,pre_only_exit,2,0,0.002109704641350211,0.0,295599925.188302,,30,all_retained
T100000130512 -> T100000130489,pre_only_exit,1,0,0.0010548523206751054,0.0,103403869.38815662,,30,all_retained
T100000130512 -> T100000130503,pre_only_exit,3,0,0.0031645569620253164,0.0,139605839.89785755,,30,all_retained
T100000130512 -> T100000130533,pre_only_exit,3,0,0.0031645569620253164,0.0,160978057.92438486,,30,all_retained
T100000130518 -> T100000130500,pre_only_exit,1,0,0.0010548523206751054,0.0,623487314.7384243,,30,all_retained
T100000130518 -> T100000130522,pre_only_exit,1,0,0.0010548523206751054,0.0,758864944.4113158,,30,all_retained
T100000130576 -> T100000130310,pre_only_exit,1,0,0.0010548523206751054,0.0,1631139169.3169425,,30,all_retained
T100000130576 -> T100000130312,pre_only_exit,1,0,0.0010548523206751054,0.0,1640019597.3224337,,30,all_retained
T100000130576 -> T100000130314,pre_only_exit,1,0,0.0010548523206751054,0.0,1562187502.4521987,,30,all_retained
T100000130576 -> T100000130320,pre_only_exit,1,0,0.0010548523206751054,0.0,1720684131.599477,,30,all_retained
T100000130576 -> T100000130492,pre_only_exit,1,0,0.0010548523206751054,0.0,1110996815.4963298,,30,all_retained
T100000130576 -> T100000130522,pre_only_exit,1,0,0.0010548523206751054,0.0,1124486292.6549876,,30,all_retained
T100000130576 -> T100000130811,pre_only_exit,1,0,0.0010548523206751054,0.0,1685438856.0819683,,30,all_retained
T100000130579 -> T100000130291,pre_only_exit,1,0,0.0010548523206751054,0.0,1821139905.1130097,,30,all_retained
T100000130579 -> T100000130430,pre_only_exit,2,0,0.002109704641350211,0.0,892817350.0056536,,30,all_retained
T100000130579 -> T100000130466,pre_only_exit,1,0,0.0010548523206751054,0.0,898999716.9876169,,30,all_retained
T100000130579 -> T100000130488,pre_only_exit,1,0,0.0010548523206751054,0.0,867666479.3200094,,30,all_retained
T100000130579 -> T100000130542,pre_only_exit,1,0,0.0010548523206751054,0.0,757252397.2814717,,30,all_retained
T100000130579 -> T100000130546,pre_only_exit,1,0,0.0010548523206751054,0.0,508664877.5461181,,30,all_retained
T100000130579 -> T100000130685,pre_only_exit,1,0,0.0010548523206751054,0.0,960659703.5226324,,30,all_retained
T100000130579 -> T100000131096,pre_only_exit,1,0,0.0010548523206751054,0.0,788147483.986183,,30,all_retained
T100000130593 -> T100000130313,pre_only_exit,2,0,0.002109704641350211,0.0,915341523.5375607,,30,all_retained
T100000130593 -> T100000130317,pre_only_exit,2,0,0.002109704641350211,0.0,721634561.1644721,,30,all_retained
T100000130593 -> T100000130463,pre_only_exit,1,0,0.0010548523206751054,0.0,1038585028.7628816,,30,all_retained
T100000130593 -> T100000130487,pre_only_exit,1,0,0.0010548523206751054,0.0,1003119993.7787832,,30,all_retained
T100000130593 -> T100000130489,pre_only_exit,1,0,0.0010548523206751054,0.0,911610698.1261902,,30,all_retained
T100000130593 -> T100000130517,pre_only_exit,3,0,0.0031645569620253164,0.0,918459981.166934,,30,all_retained
T100000130593 -> T100000130531,pre_only_exit,1,0,0.0010548523206751054,0.0,932986830.2025378,,30,all_retained
T100000130593 -> T100000130671,pre_only_exit,3,0,0.0031645569620253164,0.0,145125730.07822466,,30,all_retained
T100000130593 -> T100000130968,pre_only_exit,1,0,0.0010548523206751054,0.0,785205673.1653023,,30,all_retained
T100000130594 -> T100000130272,pre_only_exit,12,0,0.012658227848101266,0.0,536091480.2004865,,30,all_retained
T100000130594 -> T100000130312,pre_only_exit,1,0,0.0010548523206751054,0.0,1084459019.2320626,,30,all_retained
T100000130594 -> T100000130313,pre_only_exit,1,0,0.0010548523206751054,0.0,949682806.5042088,,30,all_retained
T100000130594 -> T100000130314,pre_only_exit,1,0,0.0010548523206751054,0.0,1123498778.700204,,30,all_retained
T100000130594 -> T100000130317,pre_only_exit,14,0,0.014767932489451477,0.0,770149905.8041908,,30,all_retained
T100000130594 -> T100000130320,pre_only_exit,10,0,0.010548523206751054,0.0,805566646.6711695,,30,all_retained
T100000130594 -> T100000130321,pre_only_exit,2,0,0.002109704641350211,0.0,711065523.8599589,,30,all_retained
T100000130594 -> T100000130323,pre_only_exit,1,0,0.0010548523206751054,0.0,660693891.9259825,,30,all_retained
T100000130594 -> T100000130384,pre_only_exit,4,0,0.004219409282700422,0.0,844156776.4747095,,30,all_retained
T100000130594 -> T100000130395,pre_only_exit,1,0,0.0010548523206751054,0.0,730743008.7840476,,30,all_retained
T100000130594 -> T100000130416,pre_only_exit,2,0,0.002109704641350211,0.0,836198712.0230454,,30,all_retained
T100000130594 -> T100000130423,pre_only_exit,3,0,0.0031645569620253164,0.0,823546754.8788825,,30,all_retained
T100000130594 -> T100000130426,pre_only_exit,5,0,0.005274261603375527,0.0,1050488838.3436155,,30,all_retained
T100000130594 -> T100000130427,pre_only_exit,32,0,0.03375527426160337,0.0,194452610.63935703,,30,all_retained
T100000130594 -> T100000130431,pre_only_exit,6,0,0.006329113924050633,0.0,515486671.519564,,30,all_retained
T100000130594 -> T100000130455,pre_only_exit,1,0,0.0010548523206751054,0.0,159696144.9413726,,30,all_retained
T100000130594 -> T100000130463,pre_only_exit,2,0,0.002109704641350211,0.0,1089203756.4802237,,30,all_retained
T100000130594 -> T100000130466,pre_only_exit,1,0,0.0010548523206751054,0.0,773295171.2671717,,30,all_retained
T100000130594 -> T100000130467,pre_only_exit,2,0,0.002109704641350211,0.0,1104344373.6963713,,30,all_retained
T100000130594 -> T100000130489,pre_only_exit,1,0,0.0010548523206751054,0.0,1170889358.0418568,,30,all_retained
T100000130594 -> T100000130522,pre_only_exit,1,0,0.0010548523206751054,0.0,822957422.7816918,,30,all_retained
T100000130594 -> T100000130527,pre_only_exit,1,0,0.0010548523206751054,0.0,940771792.9433368,,30,all_retained
T100000130594 -> T100000130811,pre_only_exit,1,0,0.0010548523206751054,0.0,1117348180.791899,,30,all_retained
T100000130594 -> T100000130958,pre_only_exit,4,0,0.004219409282700422,0.0,769005430.9736112,,30,all_retained
T100000130594 -> T100000130968,pre_only_exit,1,0,0.0010548523206751054,0.0,738681927.6558218,,30,all_retained
T100000130601 -> T100000130312,pre_only_exit,1,0,0.0010548523206751054,0.0,905829808.1060792,,30,all_retained
T100000130601 -> T100000130313,pre_only_exit,1,0,0.0010548523206751054,0.0,840141269.8525741,,30,all_retained
T100000130601 -> T100000130405,pre_only_exit,1,0,0.0010548523206751054,0.0,783554576.2735841,,30,all_retained
T100000130601 -> T100000130427,pre_only_exit,10,0,0.010548523206751054,0.0,188401037.6152626,,30,all_retained
T100000130601 -> T100000130439,pre_only_exit,2,0,0.002109704641350211,0.0,194386404.87897497,,30,all_retained
T100000130601 -> T100000130467,pre_only_exit,2,0,0.002109704641350211,0.0,895511105.1691606,,30,all_retained
T100000130601 -> T100000130671,pre_only_exit,1,0,0.0010548523206751054,0.0,47872082.47559037,,30,all_retained
