family,model,block_length_days,variant,weighting,n_series,dropped_control,minimum_pre_event_daily_transits,observed_global_statistic,historical_reference_mean,historical_reference_sd,reference_q025,reference_q950,reference_q975,one_sided_bootstrap_p_value,n_joint_resamples,equal_weighted_tanker_global,minimum_detectable_global_statistic,would_flag_a_tanker_sized_movement
non_tanker_negative_controls,chronos2_univariate,28,full_ten_control_family,inverse_reference_variance,10,,0.9644359464627151,-0.04181641245740159,0.02658860616492179,0.011519823045562523,0.004060981120057575,0.045700884518402714,0.050018359691374054,1.0,10000,0.10676419339488812,0.045700884518402714,True
non_tanker_negative_controls,chronos2_univariate,28,full_ten_control_family,pre_event_volume,10,,0.9644359464627151,-0.06712561239127057,0.008839652107637883,0.04502826098822724,-0.10346018722096496,0.057265578881705186,0.06342488896830742,0.922007799220078,10000,0.10676419339488812,0.057265578881705186,True
non_tanker_negative_controls,chronos2_univariate,28,leave_one_control_out,equal,9,n_dry_bulk::Cape of Good Hope,0.9644359464627151,0.0474675363993731,-0.18734913766958686,0.3726805180293776,-1.1555562168378852,0.09194895897998434,0.09950700982806895,0.38166183381661833,10000,0.10676419339488812,0.09194895897998434,True
non_tanker_negative_controls,chronos2_univariate,28,leave_one_control_out,equal,9,n_dry_bulk::Gibraltar Strait,0.9644359464627151,0.03315511119329391,-0.17154397919933603,0.36929008251195683,-1.130905939685372,0.10416028303479478,0.11194736071972519,0.5045495450454954,10000,0.10676419339488812,0.10416028303479478,True
non_tanker_negative_controls,chronos2_univariate,28,leave_one_control_out,equal,9,n_dry_bulk::Malacca Strait,0.9644359464627151,0.03729288808914868,-0.18088832654904172,0.36917079807058145,-1.1391597052179778,0.09503097239003624,0.10373921432143925,0.4557544245575442,10000,0.10676419339488812,0.09503097239003624,True
non_tanker_negative_controls,chronos2_univariate,28,leave_one_control_out,equal,9,n_dry_bulk::Panama Canal,0.9644359464627151,0.03969411977066607,-0.1778520323582665,0.37499307195653386,-1.1573332088019368,0.09756732855650364,0.10517571783798246,0.5009499050094991,10000,0.10676419339488812,0.09756732855650364,True
non_tanker_negative_controls,chronos2_univariate,28,leave_one_control_out,equal,9,n_dry_bulk::Yucatan Channel,0.9644359464627151,0.026241346219014732,-0.17777454403877824,0.37060559621914874,-1.1429039563917736,0.09821748467163564,0.10586340178061263,0.511948805119488,10000,0.10676419339488812,0.09821748467163564,True
non_tanker_negative_controls,chronos2_univariate,28,leave_one_control_out,equal,9,n_roro::Cape of Good Hope,0.9644359464627151,-0.02405782358259921,0.051962350659846265,0.022843228748016902,0.005929970105831606,0.08870100300857368,0.09535493669954118,0.999000099990001,10000,0.10676419339488812,0.08870100300857368,True
non_tanker_negative_controls,chronos2_univariate,28,leave_one_control_out,equal,9,n_roro::Gibraltar Strait,0.9644359464627151,0.022940331610808974,-0.18301539673577213,0.37167149410433326,-1.1449076123874231,0.0964056964929464,0.10535882920765172,0.49935006499350065,10000,0.10676419339488812,0.0964056964929464,True
non_tanker_negative_controls,chronos2_univariate,28,leave_one_control_out,equal,9,n_roro::Malacca Strait,0.9644359464627151,0.06447769444500863,-0.18567376781590347,0.37179567423242005,-1.1530617638769136,0.08880464357605504,0.095371044321732,0.2405759424057594,10000,0.10676419339488812,0.08880464357605504,True
