hypothesis,model,portname,vessel_class,n_days,pre_event_mean,observed_sum,counterfactual_sum,cumulative_gap,event_statistic,historical_reference_mean,historical_reference_sd,reference_q025,reference_q975,studentized_statistic,raw_resampling_p_value,romano_wolf_p_value,stepdown_rank,family_size,n_joint_resamples,family,status,block_length_days,in_restricted_five,is_treated_anchor,is_context_corridor,volume_eligible
n_tanker::Balabac Strait,chronos2_univariate,Balabac Strait,n_tanker,130,3.5124282982791586,444.0,330.8844828605652,113.11551713943481,0.2477258718810955,-0.017747365013212873,0.05872513679337906,-0.1323907476262498,0.09557101586147457,4.52060653052815,9.999000099990002e-05,0.0005999400059994001,3,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Panama Canal,chronos2_univariate,Panama Canal,n_tanker,130,12.354110898661569,1949.0,1672.0100021362305,276.98999786376953,0.17246828272284673,0.012119576237811042,0.05201608118878527,-0.1054098668828202,0.1008881536512579,3.0826756422321,0.00019998000199980003,0.0225977402259774,4,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,True,False,False,True
n_tanker::Mona Passage,chronos2_univariate,Mona Passage,n_tanker,130,2.465391969407266,366.0,300.89741945266724,65.10258054733276,0.20312757052329072,0.06384558001475552,0.06385775931831246,-0.056032767639486315,0.19257195489840342,2.1811286834267825,0.0170982901709829,0.24797520247975202,5,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Cape of Good Hope,chronos2_univariate,Cape of Good Hope,n_tanker,130,12.949521988527724,2618.0,1886.3988523483276,731.6011476516724,0.43458755780852787,-0.23702681710010148,0.4018233170146863,-1.2703011036015863,0.17112098930170277,1.6714171290465019,9.999000099990002e-05,0.5689431056894311,6,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,True,False,False,True
n_tanker::Makassar Strait,chronos2_univariate,Makassar Strait,n_tanker,130,5.217973231357552,639.0,585.4870829582214,53.512917041778564,0.07888845058164498,-0.002240574359965237,0.05633618057079383,-0.11910725166836818,0.10204984519679705,1.4400874201910248,0.06369363063693631,0.7438256174382561,7,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Bab el-Mandeb Strait,chronos2_univariate,Bab el-Mandeb Strait,n_tanker,130,17.496749521988527,1833.0,1751.4898109436035,81.51018905639648,0.03583531063824211,-0.10123903618635148,0.11958902885665348,-0.3845427623931109,0.046693692129341574,1.1462117230577984,0.0514948505149485,0.8916108389161084,8,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,True,True
n_tanker::Luzon Strait,chronos2_univariate,Luzon Strait,n_tanker,130,24.50095602294455,2929.0,2899.2894496917725,29.71055030822754,0.009327909264628233,-0.042459954385278276,0.05832704704951099,-0.15671960716212294,0.07387359644041307,0.8878876313753088,0.18648135186481352,0.9671032896710329,9,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Magellan Strait,chronos2_univariate,Magellan Strait,n_tanker,130,0.982791586998088,131.0,101.74560415744781,29.254395842552185,0.22897409496639917,0.12622782043890132,0.155237223634351,-0.17553291281922173,0.43026998541245626,0.6618662207558451,0.26047395260473954,0.9916008399160084,10,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Windward Passage,chronos2_univariate,Windward Passage,n_tanker,130,2.0860420650095604,236.0,207.00449883937836,28.995501160621643,0.1069212938518305,0.06831205229272469,0.06238122533211973,-0.05480858666551118,0.19003041347085708,0.6189240649498132,0.2676732326767323,0.9923007699230078,11,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Bosporus Strait,chronos2_univariate,Bosporus Strait,n_tanker,130,23.35640535372849,2801.0,2794.8756370544434,6.124362945556626,0.002017026313900181,-0.003557692659929431,0.029663151599186664,-0.06085167349444302,0.05512490451251603,0.1879341429783363,0.42415758424157585,0.9995000499950005,12,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Lombok Strait,chronos2_univariate,Lombok Strait,n_tanker,130,7.1915869980879545,1045.0,1021.3696870803833,23.6303129196167,0.025275594648515476,0.022499717570718548,0.03153358571537137,-0.042629065653134825,0.08118469548736995,0.0880292239154965,0.4791520847915208,1.0,13,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Korea Strait,chronos2_univariate,Korea Strait,n_tanker,130,62.31242829827916,6932.0,7124.606220245361,-192.60622024536136,-0.023776738445942074,-0.02220799616364414,0.02991161023704266,-0.08368130992592826,0.034950471567844255,-0.052445932193753854,0.5375462453754625,1.0,14,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Torres Strait,chronos2_univariate,Torres Strait,n_tanker,130,2.026003824091778,273.0,253.2579971551895,19.742002844810486,0.07495620617240094,0.10163758045331259,0.05244139616547512,0.0007858145507454697,0.20735605026971993,-0.5087845906451548,0.6944305569443056,1.0,15,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Ombai Strait,chronos2_univariate,Ombai Strait,n_tanker,130,3.7158699808795412,433.0,454.2079322338104,-21.207932233810425,-0.043903027043337414,-0.01115552432306995,0.044510463671349206,-0.09449967186496595,0.07901528719140684,-0.7357259399062742,0.7612238776122388,1.0,16,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Taiwan Strait,chronos2_univariate,Taiwan Strait,n_tanker,130,55.877629063097515,6142.0,6252.531162261963,-110.53116226196289,-0.015216102113912324,0.004421948628001768,0.02480114613027013,-0.046938896975927645,0.05077561284959617,-0.7918202908350913,0.787921207879212,1.0,17,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Sunda Strait,chronos2_univariate,Sunda Strait,n_tanker,130,11.196175908221797,1601.0,1611.1769018173218,-10.176901817321774,-0.006992017700950685,0.025994941999932474,0.034758745610885516,-0.045395668592360904,0.09127522125885054,-0.9490261838031496,0.8274172582741726,1.0,18,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Kerch Strait,chronos2_univariate,Kerch Strait,n_tanker,130,6.964053537284895,318.0,380.18611454963684,-62.18611454963684,-0.06868912261283347,0.07619638632927497,0.12622619951357872,-0.1842057588702988,0.3129722876005332,-1.1478243779851935,0.8733126687331267,1.0,19,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Bering Strait,chronos2_univariate,Bering Strait,n_tanker,130,0.34493307839388143,6.0,0.497477144002908,5.502522855997093,0.12271104612342144,0.5253371715782871,0.32377869568110973,0.025807695018399898,1.251465295592878,-1.2435225999286035,0.9088091190880911,1.0,20,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Suez Canal,chronos2_univariate,Suez Canal,n_tanker,130,17.593881453154875,2140.0,2383.4510135650635,-243.45101356506348,-0.1064404184677984,-0.03578368157218344,0.05401751234230099,-0.1462760421398612,0.06110921191619165,-1.3080338918214833,0.8999100089991001,1.0,21,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,True,True
n_tanker::Dover Strait,chronos2_univariate,Dover Strait,n_tanker,130,57.932695984703635,7718.0,7993.505474090576,-275.5054740905762,-0.03658163739142026,0.003932291418889118,0.02734891721613813,-0.04764745684961349,0.06034520926613567,-1.4813723150400557,0.9395060493950604,1.0,22,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Tsugaru Strait,chronos2_univariate,Tsugaru Strait,n_tanker,130,12.198087954110898,1660.0,1725.5817155838013,-65.58171558380127,-0.04135686979449889,0.034256631172276855,0.04270814210374146,-0.05375892043653016,0.11179005249961667,-1.7704703890678402,0.9548045195480452,1.0,23,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Bohai Strait,chronos2_univariate,Bohai Strait,n_tanker,130,36.65353728489484,4246.0,4869.049671173096,-623.0496711730957,-0.13075654174937384,-0.024451758452672452,0.02990736129693085,-0.0842805541601416,0.0333347068189458,-3.5544688226176144,1.0,1.0,24,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Gibraltar Strait,chronos2_univariate,Gibraltar Strait,n_tanker,130,43.01414913957935,5868.0,6530.495822906494,-662.4958229064941,-0.11847547415453016,-0.0033889549924191274,0.030177807637772128,-0.058680825488772036,0.058085056644209654,-3.813614313654207,1.0,1.0,25,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,True,False,False,True
n_tanker::Oresund Strait,chronos2_univariate,Oresund Strait,n_tanker,130,11.81567877629063,1315.0,1493.1225719451904,-178.12257194519043,-0.1159623290620436,0.002060926630730284,0.02589040542090567,-0.045095914087631396,0.05609532457226575,-4.558571168509934,1.0,1.0,26,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Malacca Strait,chronos2_univariate,Malacca Strait,n_tanker,130,75.48298279158699,9373.0,11042.626625061035,-1669.6266250610352,-0.17014804206531953,0.001197998625267143,0.013967197274564363,-0.025583709147160547,0.028949724046577432,-12.267746873069848,1.0,1.0,27,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,True,False,False,True
n_tanker::Strait of Hormuz,chronos2_univariate,Strait of Hormuz,n_tanker,130,54.10363288718929,529.0,7571.26872253418,-7042.26872253418,-1.0012506549901987,-0.034007449679255015,0.04215658700645212,-0.119048768125291,0.044777293680770186,-22.944058663072177,1.0,1.0,28,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,True,True,True
