hypothesis,onset,model,portname,vessel_class,n_days,pre_onset_mean,observed_sum,counterfactual_sum,cumulative_gap,event_statistic,historical_reference_mean,historical_reference_sd,reference_q025,reference_q975,studentized_statistic,raw_resampling_p_value,romano_wolf_p_value,stepdown_rank,family_size,n_joint_resamples,family,block_length_days
n_tanker::Oresund Strait,register_onset,ar_lag1_7,Oresund Strait,n_tanker,130,11.856909684439609,1517.0,1541.390019669359,-24.39001966935897,-0.015823308173154325,-0.028265952444478062,0.026708053949768648,-0.08011125920893403,0.024198161939274827,0.46587610968306875,0.3237676232376762,0.9444055594440556,9.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Sunda Strait,register_onset,ar_lag1_7,Sunda Strait,n_tanker,130,10.831882480957562,1499.0,1409.248786537474,89.75121346252598,0.0637372082761653,0.032358076639709285,0.041894275933704914,-0.052507622830892484,0.11117647530926189,0.7490076135009838,0.23267673232676733,0.8667133286671332,8.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Taiwan Strait,register_onset,ar_lag1_7,Taiwan Strait,n_tanker,130,58.11697497279652,6670.0,7536.036471294507,-866.0364712945068,-0.11462776603696284,-0.09460351187704785,0.02364910166231914,-0.13786321970582965,-0.04517823609429298,-0.8467236703464414,0.8031196880311969,0.9991000899910009,12.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Tsugaru Strait,register_onset,ar_lag1_7,Tsugaru Strait,n_tanker,130,11.992927094668117,1521.0,1557.3760961405437,-36.37609614054338,-0.023331762291995278,-0.026394257273667655,0.04223831353518608,-0.10812955751027654,0.054258125855654774,0.07250514344331493,0.47225277472252775,0.9803019698030196,10.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Yucatan Channel,register_onset,ar_lag1_7,Yucatan Channel,n_tanker,130,22.01196953210011,3190.0,2860.645494895997,329.35450510400267,0.11509629746729882,0.041135846656609514,0.02150785693684681,-0.0012540132117033998,0.08362506538476251,3.438764309612912,0.00029997000299970003,0.004899510048995101,3.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Bab el-Mandeb Strait,register_onset,chronos2_univariate,Bab el-Mandeb Strait,n_tanker,130,20.03264417845484,1588.0,2636.665120124817,-1048.665120124817,-0.4026754879850862,0.03444711405919214,0.04631721550140531,-0.05782577619724755,0.1283483828087484,-9.43758378633568,1.0,1.0,16.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Bohai Strait,register_onset,chronos2_univariate,Bohai Strait,n_tanker,130,36.98639825897715,4735.0,4746.92786026001,-11.927860260009751,-0.0024807165755474578,-0.009124630644949233,0.04674599216442962,-0.08767175036390171,0.09530776914328606,0.1421279934765685,0.40745925407459255,0.974002599740026,10.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Bosporus Strait,register_onset,chronos2_univariate,Bosporus Strait,n_tanker,130,23.19260065288357,3328.0,3115.5349731445312,212.46502685546875,0.07046843883044579,-0.007643895832679616,0.029014648213733153,-0.06503530033317546,0.04843550766950742,2.6921689378316653,0.0023997600239976003,0.04739526047395261,5.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Cape of Good Hope,register_onset,chronos2_univariate,Cape of Good Hope,n_tanker,130,10.914581066376495,2497.0,1438.275465965271,1058.724534034729,0.7461610141207133,0.010442474579104086,0.043447342201073054,-0.07490028135619999,0.09462509114903919,16.933568367352024,9.999000099990002e-05,9.999000099990002e-05,1.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Dover Strait,register_onset,chronos2_univariate,Dover Strait,n_tanker,130,56.255168661588684,8340.0,8448.483295440674,-108.48329544067383,-0.014833959400693705,0.025845130203080685,0.028077019295671662,-0.029189612312860283,0.08116095957819162,-1.4488393221300901,0.9287071292870713,1.0,12.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Gibraltar Strait,register_onset,chronos2_univariate,Gibraltar Strait,n_tanker,130,41.73939064200218,6107.0,6597.826152801514,-490.8261528015137,-0.09045617898842821,0.006641888630450755,0.03209203874801049,-0.05276432426920267,0.07149684765374133,-3.0256123140477778,0.9999000099990001,1.0,14.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Korea Strait,register_onset,chronos2_univariate,Korea Strait,n_tanker,130,63.19042437431991,8303.0,7685.104690551758,617.8953094482422,0.07521773890540848,-0.017996789239162446,0.024108339362987966,-0.0718850490846857,0.021975114006860072,3.8664848184308123,9.999000099990002e-05,0.0012998700129987,3.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Lombok Strait,register_onset,chronos2_univariate,Lombok Strait,n_tanker,130,7.0,1000.0,925.9754815101624,74.02451848983765,0.0813456247141073,0.05609209755237282,0.03522317869641955,-0.012058372707157343,0.12505361762675607,0.7169576425622687,0.23877612238776122,0.9416058394160584,6.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Luzon Strait,register_onset,chronos2_univariate,Luzon Strait,n_tanker,130,24.670293797606092,3956.0,3465.135471343994,490.86452865600586,0.15305375041897476,-0.006528353283943455,0.038187926522417176,-0.07832802703325124,0.07145247855372709,4.178862751535879,9.999000099990002e-05,0.0004999500049995,2.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Makassar Strait,register_onset,chronos2_univariate,Makassar Strait,n_tanker,130,5.390097932535364,639.0,768.6449065208435,-129.6449065208435,-0.18501862566896007,-0.008846083918935793,0.046922974502771046,-0.09623466285543446,0.08591448162798844,-3.7545049864564826,1.0,1.0,15.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Malacca Strait,register_onset,chronos2_univariate,Malacca Strait,n_tanker,130,72.74863982589771,10708.0,10782.093284606934,-74.0932846069336,-0.007834487964232193,0.022955350663265803,0.03227770199143014,-0.032569490692741274,0.09283631986162852,-0.9539042970181962,0.834016598340166,1.0,11.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Oresund Strait,register_onset,chronos2_univariate,Oresund Strait,n_tanker,130,11.856909684439609,1517.0,1504.4222631454468,12.57773685455322,0.008159952680172115,-0.011596485513051024,0.028536878466078573,-0.06753522949889565,0.04372598033876401,0.6923125182282066,0.24877512248775122,0.9416058394160584,7.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Sunda Strait,register_onset,chronos2_univariate,Sunda Strait,n_tanker,130,10.831882480957562,1499.0,1543.3069343566895,-44.30693435668946,-0.03146475901799157,0.02308806743264673,0.03764906118792636,-0.05246895243623126,0.09556359244317261,-1.448982384403593,0.9231076892310769,1.0,13.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Taiwan Strait,register_onset,chronos2_univariate,Taiwan Strait,n_tanker,130,58.11697497279652,6670.0,6697.495094299316,-27.495094299316406,-0.0036392246065518126,-0.013284540502459094,0.025847291199951047,-0.06697831900673809,0.0352431831072301,0.37316544396441625,0.36476352364763526,0.974002599740026,8.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Tsugaru Strait,register_onset,chronos2_univariate,Tsugaru Strait,n_tanker,130,11.992927094668117,1521.0,1518.1802406311035,2.8197593688964773,0.0018086040640956055,-0.009729116502598846,0.04065751574194308,-0.0903926736697253,0.06896098945565983,0.2837782967342472,0.38676132386761325,0.974002599740026,9.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Yucatan Channel,register_onset,chronos2_univariate,Yucatan Channel,n_tanker,130,22.01196953210011,3190.0,2903.9194927215576,286.0805072784424,0.09997375671214156,0.013432994657674365,0.02900322548059834,-0.045248589500726896,0.06879409313700541,2.9838323365916146,0.0008999100089991,0.022997700229977002,4.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Cape of Good Hope,register_onset,ar_lag1_7,Cape of Good Hope,n_tanker,130,10.914581066376495,2497.0,1420.144808033166,1076.855191966834,0.7589390216896315,-0.12839663220797964,0.05280381977244766,-0.2209798373431931,-0.016400387032095842,16.804383806351282,9.999000099990002e-05,9.999000099990002e-05,1.0,1.0,10000.0,ex_ante_designated_anchor,28
n_tanker::Cape of Good Hope,register_onset,chronos2_univariate,Cape of Good Hope,n_tanker,130,10.914581066376495,2497.0,1438.275465965271,1058.724534034729,0.7461610141207133,0.010442474579104067,0.043447342201073054,-0.07490028135619999,0.09462509114903919,16.933568367352024,9.999000099990002e-05,9.999000099990002e-05,1.0,1.0,10000.0,ex_ante_designated_anchor,28
