model,league,panel,fold,horizon,portname,vessel_class,common_95_coverage,common_width_scaled,n_coverage_days,native_95_coverage
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Ombai Strait,n_container,1.0,3.6840323768697965,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Ombai Strait,n_dry_bulk,1.0,4.337232158166207,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Ombai Strait,n_general_cargo,1.0,3.035672105407399,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Ombai Strait,n_roro,0.8,3.5408016966945324,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Ombai Strait,n_tanker,0.9333333333333333,4.50952783564037,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Oresund Strait,n_container,1.0,4.554584374486958,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Oresund Strait,n_dry_bulk,0.9333333333333333,4.664493366886607,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Oresund Strait,n_general_cargo,1.0,4.411259809585958,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Oresund Strait,n_roro,1.0,4.673823258541789,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Oresund Strait,n_tanker,1.0,5.0200369243284175,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Panama Canal,n_container,0.9333333333333333,4.954395703061254,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Panama Canal,n_dry_bulk,1.0,4.902134009469179,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Panama Canal,n_general_cargo,1.0,3.777934889371106,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Panama Canal,n_roro,1.0,4.110084847082529,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Panama Canal,n_tanker,1.0,5.0728138937908245,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Strait of Hormuz,n_container,0.9333333333333333,4.952123214776855,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Strait of Hormuz,n_dry_bulk,0.9666666666666667,5.0608619606254335,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Strait of Hormuz,n_general_cargo,0.7666666666666667,4.020175782391855,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Strait of Hormuz,n_roro,0.9333333333333333,4.154510220948508,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Strait of Hormuz,n_tanker,1.0,5.075543317346377,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Suez Canal,n_container,1.0,4.954395703061254,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Suez Canal,n_dry_bulk,0.9333333333333333,5.046615212585364,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Suez Canal,n_general_cargo,1.0,4.168455811938258,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Suez Canal,n_roro,0.9666666666666667,4.327786219484433,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Suez Canal,n_tanker,1.0,5.072823263146228,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Sunda Strait,n_container,0.9666666666666667,4.264709742842352,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Sunda Strait,n_dry_bulk,0.9666666666666667,4.97693913556129,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Sunda Strait,n_general_cargo,0.8666666666666667,3.7538128655874052,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Sunda Strait,n_roro,1.0,3.494668844496848,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Sunda Strait,n_tanker,1.0,5.040669563112242,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Taiwan Strait,n_container,0.8666666666666667,4.954395703061254,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Taiwan Strait,n_dry_bulk,0.9333333333333333,5.078254869772425,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Taiwan Strait,n_general_cargo,0.9333333333333333,4.411259809585958,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Taiwan Strait,n_roro,0.9333333333333333,4.971130119417497,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Taiwan Strait,n_tanker,0.9333333333333333,5.075543317346377,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Torres Strait,n_container,1.0,3.7275237323004764,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Torres Strait,n_dry_bulk,0.9666666666666667,4.455205025551549,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Torres Strait,n_general_cargo,0.9666666666666667,3.199400618392984,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Torres Strait,n_roro,0.9,3.4254162547026095,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Torres Strait,n_tanker,1.0,3.89990186327381,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Tsugaru Strait,n_container,0.9333333333333333,4.9288752970862255,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Tsugaru Strait,n_dry_bulk,1.0,4.886139344726586,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Tsugaru Strait,n_general_cargo,0.9666666666666667,4.1783989735825156,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Tsugaru Strait,n_roro,0.9666666666666667,4.106538123955058,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Tsugaru Strait,n_tanker,1.0,4.763435768961545,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Windward Passage,n_container,0.9333333333333333,4.93226724900962,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Windward Passage,n_dry_bulk,0.9666666666666667,3.8194432481332177,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Windward Passage,n_general_cargo,0.9666666666666667,3.818088760888193,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Windward Passage,n_roro,0.9666666666666667,3.8471870195459457,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Windward Passage,n_tanker,1.0,3.820153488352714,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Yucatan Channel,n_container,1.0,4.954395703061254,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Yucatan Channel,n_dry_bulk,1.0,4.797208662424399,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Yucatan Channel,n_general_cargo,1.0,4.082327865326509,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Yucatan Channel,n_roro,0.9666666666666667,3.6770857883273056,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,30,Yucatan Channel,n_tanker,1.0,5.075543317346377,30,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bab el-Mandeb Strait,n_container,0.7461538461538462,5.191566054395433,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bab el-Mandeb Strait,n_dry_bulk,0.8538461538461538,5.042217182688702,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bab el-Mandeb Strait,n_general_cargo,0.9769230769230769,4.264165546539585,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bab el-Mandeb Strait,n_roro,0.9923076923076923,4.536865220086693,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bab el-Mandeb Strait,n_tanker,0.9,5.0525013994217085,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Balabac Strait,n_container,0.9769230769230769,3.612851035794929,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Balabac Strait,n_dry_bulk,0.9846153846153847,4.464994929819988,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Balabac Strait,n_general_cargo,0.9692307692307692,3.523074400624748,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Balabac Strait,n_roro,0.9615384615384616,3.4138911802730516,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Balabac Strait,n_tanker,0.9846153846153847,4.318160372642036,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bering Strait,n_container,0.9076923076923077,3.134977880010235,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bering Strait,n_dry_bulk,0.9384615384615385,3.0703166448247066,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bering Strait,n_general_cargo,0.7769230769230769,2.9300379226102056,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bering Strait,n_roro,1.0,3.0771924249047986,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bering Strait,n_tanker,0.8769230769230769,3.342311155436299,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bohai Strait,n_container,0.9923076923076923,5.18346655346426,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bohai Strait,n_dry_bulk,0.9846153846153847,5.0565718335738525,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bohai Strait,n_general_cargo,0.9615384615384616,4.558014614681966,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bohai Strait,n_roro,0.9846153846153847,4.379675969584575,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bohai Strait,n_tanker,0.9615384615384616,5.0535587731853,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bosporus Strait,n_container,0.9846153846153847,5.0743262504819615,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bosporus Strait,n_dry_bulk,0.9384615384615385,5.046948508020861,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bosporus Strait,n_general_cargo,0.9076923076923077,4.572518333929767,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bosporus Strait,n_roro,0.9923076923076923,3.7173517769506175,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Bosporus Strait,n_tanker,0.9461538461538461,5.052662742900381,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Cape of Good Hope,n_container,0.7692307692307693,4.724844753177428,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Cape of Good Hope,n_dry_bulk,0.9538461538461539,5.049828103242151,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Cape of Good Hope,n_general_cargo,0.9615384615384616,3.4640058442336477,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Cape of Good Hope,n_roro,0.9076923076923077,3.684788931077086,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Cape of Good Hope,n_tanker,0.9538461538461539,4.855909303965547,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Dover Strait,n_container,0.9538461538461539,5.191566054395433,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Dover Strait,n_dry_bulk,0.9461538461538461,5.056526941634453,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Dover Strait,n_general_cargo,0.9461538461538461,4.579880698741245,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Dover Strait,n_roro,0.9538461538461539,5.438471732547209,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Dover Strait,n_tanker,0.9538461538461539,5.0535587731853,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Gibraltar Strait,n_container,0.9769230769230769,5.191566054395433,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Gibraltar Strait,n_dry_bulk,0.9615384615384616,5.0565718335738525,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Gibraltar Strait,n_general_cargo,0.9615384615384616,4.577410001836575,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Gibraltar Strait,n_roro,0.9538461538461539,4.897438256368233,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Gibraltar Strait,n_tanker,0.9461538461538461,5.0535587731853,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Kerch Strait,n_container,1.0,2.983690800035888,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Kerch Strait,n_dry_bulk,1.0,3.333360236602275,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Kerch Strait,n_general_cargo,0.9153846153846154,3.8358289564510386,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Kerch Strait,n_roro,1.0,3.3312515609501343,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Kerch Strait,n_tanker,1.0,3.921538434330271,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Korea Strait,n_container,0.9769230769230769,5.191566054395433,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Korea Strait,n_dry_bulk,1.0,5.0565718335738525,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Korea Strait,n_general_cargo,0.9615384615384616,4.579880698741245,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Korea Strait,n_roro,0.9923076923076923,5.320893636794148,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Korea Strait,n_tanker,0.9769230769230769,5.0535587731853,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Lombok Strait,n_container,0.9,3.027153460853615,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Lombok Strait,n_dry_bulk,0.9769230769230769,5.0565718335738525,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Lombok Strait,n_general_cargo,0.9461538461538461,3.3627108007712287,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Lombok Strait,n_roro,0.9846153846153847,3.4011732645723733,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Lombok Strait,n_tanker,0.9769230769230769,4.848442331957299,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Luzon Strait,n_container,0.9461538461538461,4.800872837165783,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Luzon Strait,n_dry_bulk,0.9692307692307692,5.043051087997665,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Luzon Strait,n_general_cargo,0.9384615384615385,3.9225482904489386,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Luzon Strait,n_roro,0.9846153846153847,4.269849284371183,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Luzon Strait,n_tanker,0.9769230769230769,5.04039350886174,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Magellan Strait,n_container,0.9846153846153847,3.354190796683264,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Magellan Strait,n_dry_bulk,0.9076923076923077,3.849187452701129,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Magellan Strait,n_general_cargo,0.8692307692307693,2.9439329858055796,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Magellan Strait,n_roro,0.9230769230769231,3.3722072563736245,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Magellan Strait,n_tanker,0.9538461538461539,3.5214925012395986,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Makassar Strait,n_container,1.0,4.0274545164196525,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Makassar Strait,n_dry_bulk,0.9384615384615385,5.056571833573852,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Makassar Strait,n_general_cargo,0.9230769230769231,3.7261744799729026,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Makassar Strait,n_roro,0.9,3.330874800063143,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Makassar Strait,n_tanker,1.0,4.693509932093216,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Malacca Strait,n_container,0.9153846153846154,5.191566054395433,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Malacca Strait,n_dry_bulk,0.7461538461538462,5.056571833573852,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Malacca Strait,n_general_cargo,0.9692307692307692,4.572807091908147,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Malacca Strait,n_roro,0.9846153846153847,4.99922420603656,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Malacca Strait,n_tanker,0.9692307692307692,5.0535587731853,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Mindoro Strait,n_container,0.9846153846153847,3.838129337995946,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Mindoro Strait,n_dry_bulk,0.9846153846153847,5.0565718335738525,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Mindoro Strait,n_general_cargo,0.9769230769230769,3.90909391592659,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Mindoro Strait,n_roro,0.9230769230769231,3.369451099611964,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Mindoro Strait,n_tanker,0.9769230769230769,4.369036421275585,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Mona Passage,n_container,0.9769230769230769,4.63953191260725,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Mona Passage,n_dry_bulk,1.0,3.9506260135252877,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Mona Passage,n_general_cargo,1.0,3.540944060300668,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Mona Passage,n_roro,0.9923076923076923,3.7217233317282643,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Mona Passage,n_tanker,0.9923076923076923,3.9754805164143554,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Ombai Strait,n_container,0.9923076923076923,3.8199627178776296,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Ombai Strait,n_dry_bulk,0.9923076923076923,4.325057436710514,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Ombai Strait,n_general_cargo,0.9846153846153847,3.136056395066989,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Ombai Strait,n_roro,0.8692307692307693,3.60492245592749,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Ombai Strait,n_tanker,0.9769230769230769,4.533936531268936,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Oresund Strait,n_container,0.9923076923076923,4.630873761180305,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Oresund Strait,n_dry_bulk,0.9846153846153847,4.670114136319077,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Oresund Strait,n_general_cargo,0.9923076923076923,4.575356251422275,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Oresund Strait,n_roro,0.9846153846153847,4.816406497046802,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Oresund Strait,n_tanker,1.0,5.006403651252509,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Panama Canal,n_container,0.9615384615384616,5.17688408897421,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Panama Canal,n_dry_bulk,0.9,4.89862721649577,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Panama Canal,n_general_cargo,1.0,3.8408864334218653,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Panama Canal,n_roro,0.9923076923076923,4.206292475817849,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Panama Canal,n_tanker,0.9538461538461539,5.0508353838225535,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Strait of Hormuz,n_container,0.9923076923076923,5.168644074392421,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Strait of Hormuz,n_dry_bulk,0.9615384615384616,5.006157920963223,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Strait of Hormuz,n_general_cargo,0.9461538461538461,4.135260721338832,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Strait of Hormuz,n_roro,0.9769230769230769,4.26866376820281,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Strait of Hormuz,n_tanker,0.9615384615384616,5.0535587731853,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Suez Canal,n_container,0.8538461538461538,5.191566054395433,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Suez Canal,n_dry_bulk,0.9076923076923077,4.986662156252472,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Suez Canal,n_general_cargo,0.9769230769230769,4.246738781683206,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Suez Canal,n_roro,0.9769230769230769,4.444914402102686,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Suez Canal,n_tanker,0.9769230769230769,5.050494010849527,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Sunda Strait,n_container,0.9692307692307692,4.395492876812909,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Sunda Strait,n_dry_bulk,0.9846153846153847,4.953829236465948,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Sunda Strait,n_general_cargo,0.9461538461538461,3.8633014019236476,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Sunda Strait,n_roro,0.9538461538461539,3.595452939658321,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Sunda Strait,n_tanker,0.9692307692307692,5.021875540854737,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Taiwan Strait,n_container,0.9615384615384616,5.191566054395432,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Taiwan Strait,n_dry_bulk,0.9615384615384616,5.0565718335738525,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Taiwan Strait,n_general_cargo,0.9846153846153847,4.575464054510988,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Taiwan Strait,n_roro,0.9846153846153847,5.002696824661237,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Taiwan Strait,n_tanker,0.9846153846153847,5.0535587731853,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Torres Strait,n_container,0.9923076923076923,3.8313183880593757,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Torres Strait,n_dry_bulk,0.9846153846153847,4.413255338638067,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Torres Strait,n_general_cargo,0.9461538461538461,3.2773094412620773,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Torres Strait,n_roro,0.9230769230769231,3.570292687057119,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Torres Strait,n_tanker,0.9846153846153847,3.8844059477275827,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Tsugaru Strait,n_container,0.9692307692307692,5.065848801567603,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Tsugaru Strait,n_dry_bulk,1.0,4.8641999174890955,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Tsugaru Strait,n_general_cargo,0.9769230769230769,4.192838115311334,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Tsugaru Strait,n_roro,0.9846153846153847,4.200380622400114,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Tsugaru Strait,n_tanker,0.9923076923076923,4.718916483986574,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Windward Passage,n_container,0.9769230769230769,5.096792709364196,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Windward Passage,n_dry_bulk,0.9923076923076923,3.7787908347323405,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Windward Passage,n_general_cargo,0.9923076923076923,3.8867377672777494,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Windward Passage,n_roro,0.9846153846153847,3.9430021583149815,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Windward Passage,n_tanker,1.0,3.772950625912426,130,
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_03,130,Yucatan Channel,n_container,0.9846153846153847,5.177174661117014,130,
