model,league,panel,fold,horizon,origin,portname,vessel_class,mask_group,diagnostics,mae,rmse,mase,horizon_bias_mase,cumulative_bias,relative_cumulative_bias,n_days
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Suez Canal,n_general_cargo,0,rank=1,1.8387565444914842,2.2891855096459395,0.6623318478545591,0.38603788139876627,32.1513913218686,0.2592854138860371,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Suez Canal,n_general_cargo,0,lambda_fraction=0.5;iterations=9;retained_rank=6,1.7830011432601638,2.24360946360911,0.6422483963307329,0.35327398602218396,29.422631082939816,0.237279282926934,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Suez Canal,n_roro,0,positive_weights=15,1.2299571321019904,1.4232242581935353,0.7748799303767193,0.7132301795402258,33.96303782430135,1.4766538184478848,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Suez Canal,n_roro,0,rank=1,1.2030609192872967,1.4038123123726003,0.7579351646045744,0.729457991104673,34.73578383783129,1.510251471210056,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Suez Canal,n_roro,0,lambda_fraction=0.5;iterations=9;retained_rank=6,1.1737299903765002,1.3833734867393568,0.7394565139597015,0.7281291809870569,34.67250773205153,1.5075003361761534,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Suez Canal,n_tanker,0,positive_weights=15,6.1840504078645075,6.850011900117587,1.2597035297865697,1.0898840489638233,160.5115268350884,0.4073896620179909,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Suez Canal,n_tanker,0,rank=1,6.226574174525028,6.803586695290308,1.2683657067465042,1.1849822249561668,174.51701066823114,0.442936575300079,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Suez Canal,n_tanker,0,lambda_fraction=0.5;iterations=9;retained_rank=6,5.079641118537916,5.568759391575351,1.0347331320154742,0.8720742100871456,128.43381193409658,0.32597414196471214,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_container,1,positive_weights=17,0.6748599464361472,0.8879439356686009,0.7347159455839927,0.15488314141414028,4.267952634491708,0.1580723197959892,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_container,1,rank=1,0.6456356413594392,0.871528508538598,0.7028996212460951,0.0585563967478676,1.6135773427926274,0.05976212380713435,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_container,1,lambda_fraction=0.5;iterations=7;retained_rank=6,0.6448697617016879,0.8805798420876084,0.7020658126908239,0.11824462453085165,3.2583433688984904,0.12067938403327742,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_dry_bulk,1,positive_weights=17,1.4236044840046453,1.8599611700308432,0.5756257768807924,0.22778721509682667,16.900506223052382,0.14444877113719984,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_dry_bulk,1,rank=1,1.6946180630931407,2.0486471501332013,0.685208462072412,0.32331262802031036,23.987944536421864,0.20502516697796466,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_dry_bulk,1,lambda_fraction=0.5;iterations=7;retained_rank=6,1.6848473021012218,2.0410498158341004,0.6812577145509737,0.3158943132340211,23.437548083499998,0.20032092379059827,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_general_cargo,1,positive_weights=17,1.095220552913649,1.4200639747080555,0.7745244429278544,0.02287726011693365,0.9704914687922122,0.019409829375844245,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_general_cargo,1,rank=1,1.1042834696715085,1.377692116030412,0.7809336091314182,0.1271527077174719,5.39402959283116,0.1078805918566232,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_general_cargo,1,lambda_fraction=0.5;iterations=7;retained_rank=6,1.1054306702209609,1.3699868635453853,0.7817448930907334,0.04187035420213217,1.7762101467037,0.035524202934073996,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_roro,1,positive_weights=11,0.059533605645534705,0.17704357068284718,0.8209757716797811,-0.05803023255423519,-0.12624303053428065,-0.12624303053428065,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_roro,1,rank=1,0.06100000287316006,0.17982673770372512,0.8411975704854295,-0.052195852154973944,-0.1135505109548672,-0.1135505109548672,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_roro,1,lambda_fraction=0.5;iterations=7;retained_rank=6,0.06966435081996376,0.17974608325089558,0.9606799983444386,0.07641847114787849,0.16624609211221553,0.16624609211221553,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_tanker,1,positive_weights=17,1.7440893874307188,2.077002667882122,0.8457338162622586,0.28184249766865194,17.436639034370806,0.19161141796011874,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_tanker,1,rank=1,1.7718823507902899,2.0794416445842128,0.8592110205481891,0.3134368547016951,19.391274703814357,0.21309093081114677,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Balabac Strait,n_tanker,1,lambda_fraction=0.5;iterations=7;retained_rank=6,1.758368115835538,2.059662616775001,0.8526577752933778,0.2836812428611293,17.550395960535667,0.19286149407182052,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_container,1,positive_weights=9,0.16058223292436855,0.20479174877129006,0.6009057091340693,0.39593672531710944,3.174228625975573,3.174228625975573,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_container,1,rank=1,0.05689409125932854,0.18757689628247454,0.21290016729202674,-0.034325256167964495,-0.27518591672705645,-0.27518591672705645,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_container,1,lambda_fraction=0.5;iterations=7;retained_rank=6,0.14881814596500195,0.20324278570372967,0.5568839833933239,0.3385533475693557,2.7141855214714234,2.7141855214714234,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_dry_bulk,1,positive_weights=7,1.405679398004047,1.802259424247788,1.2682907007839421,-0.8398933924739933,-27.926267320039493,-0.45780766098425396,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_dry_bulk,1,rank=1,1.868783888267287,2.294108457677404,1.6861321512072371,-1.4798904868474712,-49.20602746778432,-0.8066561879964642,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_dry_bulk,1,lambda_fraction=0.5;iterations=7;retained_rank=6,1.4804101704797858,1.8671633490701656,1.3357174155298228,-0.9523503643697789,-31.66543646615362,-0.5191055158385839,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_general_cargo,1,positive_weights=6,13.304972057631103,14.31284237544592,1.5097936494513071,1.5097936494513071,399.1491617289331,2.419085828660201,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_general_cargo,1,rank=1,4.863500207219084,6.014192922126743,0.5518900524674879,-0.0854741334968329,-22.59708056605393,-0.13695200343062988,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_general_cargo,1,lambda_fraction=0.5;iterations=7;retained_rank=6,9.582058894224849,10.328413452670839,1.0873327358001885,1.0873327358001885,287.4617668267455,1.7421925262226998,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_roro,1,positive_weights=11,0.1437509731332437,0.15033110971124738,0.4345597753446095,0.4345597753446095,4.312529193997311,,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_roro,1,rank=1,0.07525601934681332,0.0934432162255596,0.22749925199023135,0.22749925199023135,2.2576805804044,,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_roro,1,lambda_fraction=0.5;iterations=7;retained_rank=6,0.15277821905829594,0.15475242804303413,0.46184917642250767,0.46184917642250767,4.583346571748878,,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_tanker,1,positive_weights=2,3.3854204090395714,3.943685617485534,0.9152885385204409,0.8668518398406299,96.18795997228904,0.9338636890513499,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_tanker,1,rank=1,2.5231131443691663,3.094922358774886,0.6821535476849471,-0.38269792534035946,-42.46507999669727,-0.412282330065022,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Kerch Strait,n_tanker,1,lambda_fraction=0.5;iterations=7;retained_rank=6,2.554581362620344,2.9427934896714207,0.6906613535149279,0.5107064027363053,56.66920777721697,0.5501864832739511,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_container,1,positive_weights=13,1.3027687312069547,1.4617664122345795,1.0018538194548492,-0.116384058933873,-4.540228619555521,-0.07827980378544001,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_container,1,rank=1,1.2979368727257705,1.4683807372862958,0.998138028801849,-0.12925362375527452,-5.042279906120042,-0.08693586045034554,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_container,1,lambda_fraction=0.5;iterations=7;retained_rank=6,1.3102081528050722,1.4823815280309565,1.007574875513436,-0.21740421802222684,-8.481100089810685,-0.1462258636174256,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_dry_bulk,1,positive_weights=19,8.669553430360375,9.85488497392202,1.0631707945010198,0.9988820886036391,244.3594674318598,0.31530253862175456,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_dry_bulk,1,rank=1,11.454762464646203,12.514932909509957,1.4047285143558006,1.4013205331980163,342.8091694709256,0.4423344122205492,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_dry_bulk,1,lambda_fraction=0.5;iterations=7;retained_rank=6,10.971013433087828,12.051953718952042,1.3454050617290558,1.3438852129850958,328.7585979178535,0.4242046424746497,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_general_cargo,1,positive_weights=20,1.2349064679626212,1.5373600133997187,0.6300025232766604,0.19912317747047428,11.709405471932053,0.1445605613818772,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_general_cargo,1,rank=1,1.286481550732962,1.609663526630886,0.6563141777431919,0.25644862459807255,15.080418895903666,0.18617801106053908,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_general_cargo,1,lambda_fraction=0.5;iterations=7;retained_rank=6,1.2214585785521566,1.5763266538612344,0.6231419192704996,0.2022390123953513,11.892631628638004,0.1468226126992346,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_roro,1,positive_weights=12,0.1112077077104444,0.18113094942537605,0.6273687349119516,0.30330495246441824,1.6129198009298515,1.6129198009298515,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_roro,1,rank=1,0.11060631698215204,0.18642675688886107,0.6239760407528476,0.2787107502379868,1.4821323692154356,1.4821323692154356,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_roro,1,lambda_fraction=0.5;iterations=7;retained_rank=6,0.12421802527851898,0.19062328043338336,0.7007653244247763,0.3612938204569582,1.9212939064586676,1.9212939064586676,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_tanker,1,positive_weights=13,1.5550512211357994,1.8627577685708387,0.7416704585861179,0.2810372650356873,17.677420090785485,0.21298096494922272,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_tanker,1,rank=1,1.5828883453338847,1.907607922802237,0.754947174098185,0.3807721747945659,23.950808416352906,0.288563956823529,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mindoro Strait,n_tanker,1,lambda_fraction=0.5;iterations=7;retained_rank=6,1.6157324421610282,1.9313729159129802,0.7706119290750933,0.3768221441902946,23.70234901594458,0.28557047007162145,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_container,1,positive_weights=16,1.3216569009962233,1.6346674593940103,0.7617599372614972,-0.019813173219909774,-1.0312783267731014,-0.009916137757433666,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_container,1,rank=1,1.2191651791461544,1.585772811077976,0.7026870511384182,-0.09290182412200368,-4.835552421175733,-0.046495696357458975,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_container,1,lambda_fraction=0.5;iterations=7;retained_rank=6,1.230739360620678,1.5955698560288278,0.7093580318954062,-0.10483238868221263,-5.4565399086695106,-0.052466729891052985,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_dry_bulk,1,positive_weights=18,2.957233351764704,3.716131792756599,0.8286039518176782,-0.05480731462054864,-5.868111720720247,-0.017361277280237418,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_dry_bulk,1,rank=1,2.8733536123940167,3.6529641579256937,0.8051012128544127,0.03972886954926363,4.253692169869458,0.012584888076536857,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_dry_bulk,1,lambda_fraction=0.5;iterations=7;retained_rank=6,2.928817473469093,3.623969392195689,0.8206419460341092,-0.08003862991542711,-8.56957918060475,-0.025353784558002218,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_general_cargo,1,positive_weights=15,1.6369666394201186,1.962444332674585,0.8861118178978785,-0.3069366081950023,-17.010663142624544,-0.15750614020948653,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_general_cargo,1,rank=1,1.6450974476515854,1.921311292382094,0.8905131325547957,-0.2060751905121282,-11.420845719474752,-0.10574857147661808,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_general_cargo,1,lambda_fraction=0.5;iterations=7;retained_rank=6,1.6569623244167626,1.9481353923881177,0.896935748181984,-0.24673432209431242,-13.674206096014693,-0.12661301940754346,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_roro,1,positive_weights=15,0.7858876693044482,1.0002905739723318,1.1356229322290667,-0.6083831705411352,-12.630622851252395,-0.39470696410163736,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_roro,1,rank=1,0.7546532556384249,0.975545214900443,1.0904885983804924,-0.5304764177683141,-11.01320333755345,-0.34416260429854534,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_roro,1,lambda_fraction=0.5;iterations=7;retained_rank=6,0.763049633770503,0.9824585442308221,1.102621527712357,-0.5778594608899962,-11.996921126265901,-0.3749037851958094,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_tanker,1,positive_weights=22,2.6276879767716443,3.301568578015407,0.7544345122873478,0.18414537532669845,19.24129586504531,0.05884188337934345,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_tanker,1,rank=1,2.597314973207641,3.251761622039247,0.7457141305932232,0.22036769690276792,23.026155545216255,0.07041637781411698,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Sunda Strait,n_tanker,1,lambda_fraction=0.5;iterations=7;retained_rank=6,2.5555985705207758,3.222613402389574,0.733736949819228,0.13860441647870067,14.48273452937471,0.04428970804090125,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_container,2,positive_weights=7,0.04826599313281713,0.050324500965946,0.5445769124177449,0.5445769124177449,1.447979793984514,,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_container,2,rank=1,0.04950042471824578,0.049546426250147484,0.5585047920230357,0.5585047920230357,1.4850127415473733,,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_container,2,lambda_fraction=0.5;iterations=6;retained_rank=5,0.06680323263371378,0.06749709874596592,0.7537294025440232,0.7537294025440232,2.0040969790114134,,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_dry_bulk,2,positive_weights=8,0.12952049635221996,0.13395762189559235,0.648764100562465,0.648764100562465,3.885614890566599,,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_dry_bulk,2,rank=1,0.1013133577433904,0.101843072364023,0.5074754286967134,0.5074754286967134,3.039400732301712,,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_dry_bulk,2,lambda_fraction=0.5;iterations=6;retained_rank=5,0.14234767957005962,0.1430128982409326,0.713015058653617,0.713015058653617,4.270430387101788,,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_general_cargo,2,positive_weights=11,0.20633595853303524,0.21399184208839014,0.682895602018964,0.682895602018964,6.190078755991057,,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_general_cargo,2,rank=1,0.21091588533871247,0.21104200867192746,0.6980534634765684,0.6980534634765684,6.327476560161374,,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_general_cargo,2,lambda_fraction=0.5;iterations=6;retained_rank=5,0.23255023138612219,0.23281088990504106,0.7696551361727362,0.7696551361727362,6.976506941583666,,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_roro,2,positive_weights=10,0.00640468424431247,0.007908021626466552,0.34066820480462046,0.34066820480462046,0.19214052732937412,,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_roro,2,rank=1,0.0014046381788943162,0.0024518120471063365,0.07471337361071197,0.07471337361071197,0.042139145366829486,,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_roro,2,lambda_fraction=0.5;iterations=6;retained_rank=5,0.011164566071647071,0.011733808020173712,0.5938485858109418,0.5938485858109418,0.33493698214941214,,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_tanker,2,positive_weights=11,0.3460630711370512,0.35402642937118345,0.8896489078482998,0.7734609504591,9.026019238347688,9.026019238347688,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_tanker,2,rank=1,0.35103667332603256,0.35555388190223974,0.9024349001269928,0.7901956149471759,9.221306930023669,9.221306930023669,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Bering Strait,n_tanker,2,lambda_fraction=0.5;iterations=6;retained_rank=5,0.36462122175738026,0.36865159653746354,0.9373576632980294,0.8267629816887235,9.648035332419436,9.648035332419436,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_container,2,positive_weights=21,7.739160169945186,10.049392479843563,0.864291332716334,0.2661149937735693,71.48653986723116,0.04180499407440419,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_container,2,rank=1,7.787637650635592,9.961608971380718,0.8697051845390877,0.17146554040895967,46.06083263662707,0.026936159436624016,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_container,2,lambda_fraction=0.5;iterations=6;retained_rank=5,7.590554069327406,9.845620183962202,0.8476953504737765,0.0393220446297572,10.563091057837909,0.006177246232653748,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_dry_bulk,2,positive_weights=22,6.977074228772476,8.684112708103799,0.827280071497145,0.04651992561641114,11.770124241792331,0.00988255603844864,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_dry_bulk,2,rank=1,7.561369135465092,9.278821825791901,0.8965606203826237,0.1810151054545342,45.799090445866774,0.03845431607545489,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_dry_bulk,2,lambda_fraction=0.5;iterations=6;retained_rank=5,7.430548184848438,9.15547991758301,0.8810490231384432,0.17758615261859673,44.93152240134711,0.03772587943018229,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_general_cargo,2,positive_weights=23,14.03308756928138,18.100607283281605,1.0414909016236868,0.12612259433924417,50.98141735280558,0.02948607134343874,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_general_cargo,2,rank=1,12.794567641061006,16.96962024835693,0.9495719115687281,0.16085014907113285,65.01902869995752,0.03760499057256074,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_general_cargo,2,lambda_fraction=0.5;iterations=6;retained_rank=5,13.053351410280566,16.780573173015455,0.9687780156993716,-0.011964042013848555,-4.8361185585343165,-0.002797061051783873,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_roro,2,positive_weights=20,2.8489204271436344,3.880985576172064,0.9173375950185758,-0.032432569096084676,-3.021716621154461,-0.011943543957132256,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_roro,2,rank=1,2.738131002251392,3.5618975277224796,0.881663975069128,0.2763931098450913,25.751325820571758,0.10178389652399904,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_roro,2,lambda_fraction=0.5;iterations=6;retained_rank=5,2.637378842791489,3.493740579452713,0.8492223025073776,0.19496647440906134,18.164871075873783,0.07179790939080546,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_tanker,2,positive_weights=23,9.912412370581958,12.914355808902856,0.9022298417487,0.08336490538885138,27.476833991011212,0.014900669192522349,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_tanker,2,rank=1,9.470016860979934,12.60401678298428,0.8619629101788288,0.0496962019851276,16.379725803799978,0.008882714644143155,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Korea Strait,n_tanker,2,lambda_fraction=0.5;iterations=6;retained_rank=5,9.446226302858266,12.57697619531618,0.8597974886157662,0.09848487056025163,32.46033119557944,0.01760321648350295,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mona Passage,n_container,2,positive_weights=13,1.222491882610186,1.4884579228282282,0.741125336703163,0.014958622130655899,0.7402308310402907,0.007791903484634639,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mona Passage,n_container,2,rank=1,1.2865807082941412,1.551512382188899,0.7799786437799489,0.0633160769408451,3.133210521848892,0.032981163387883074,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mona Passage,n_container,2,lambda_fraction=0.5;iterations=6;retained_rank=5,1.285316902058669,1.5519997745693574,0.7792124719671822,0.06314405074651624,3.1246977663506583,0.03289155543527009,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mona Passage,n_dry_bulk,2,positive_weights=19,1.285107645914508,1.594839908310807,0.7482226950672429,-0.3695092506547145,-19.03948515795174,-0.2092251116258433,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mona Passage,n_dry_bulk,2,rank=1,1.269660502822297,1.5443696950411334,0.7392289714112618,-0.31319195851385906,-16.137657271499695,-0.17733689309340323,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mona Passage,n_dry_bulk,2,lambda_fraction=0.5;iterations=6;retained_rank=5,1.262910536677852,1.5359253369495272,0.735298967667011,-0.2971264652520082,-15.30986007840585,-0.1682402206418225,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mona Passage,n_general_cargo,2,positive_weights=19,0.8292150795278326,1.0052670538884463,0.6427711615770916,0.025305378841720263,0.9793657361929875,0.02129055948245625,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mona Passage,n_general_cargo,2,rank=1,0.8442967389412523,0.990286738137256,0.6544618024964461,0.013769120957897481,0.5328908675111084,0.011584584076328442,30
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mona Passage,n_general_cargo,2,lambda_fraction=0.5;iterations=6;retained_rank=5,0.8453694194946774,0.9911333885914705,0.6552932974153745,0.01922638614314525,0.7440972900341711,0.01617602804422111,30
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mona Passage,n_roro,2,positive_weights=20,0.6667062716482463,0.7513864975023544,0.8892070512610042,0.21041626605117741,4.732953164311399,0.33806808316509995,30
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_07,30,2025-02-19,Mona Passage,n_roro,2,rank=1,0.7020617719708651,0.7576798158110613,0.9363617901987538,0.32193304033531384,7.241331815957709,0.517237986854122,30
